ra,dec,sp_type,flux
254.29656171654,-33.25949228849,"K5III",5.49
262.6909880116666,-37.295813475277775,"B2IV",2.65
263.40216718438023,-37.10382355111976,"B2IV+DA7.9",1.63
252.96761814529,-38.04739946400001,"B1V+B",2.98
256.58412294769,-37.2275917932,"A2IV",5.98
293.53535668942993,-40.03463958873,"A2V",5.91
253.645854299862,-42.36131583630056,"K3III",3.62
220.80646373258,-24.99775323138,"A0IVe",5.73
222.49332717556,28.615831434129998,"A4V",5.8
214.75373205315708,-25.815424952751393,"F9VFe-1.5CH-0.7",5.87
213.1917622880594,-27.2611855887304,"K2III",5.08
213.41995871996,-0.84546405727,"F6V",5.9
208.30224287385,-31.9276195534,"B5IVp",4.73
209.62977651059623,-24.972252276007502,"B8V",5.15
210.00050295778,-25.010404569209996,"F6V",5.77
204.20188933415997,-26.4951973676,"A7III-IV",5.78
198.5453964623,-19.93094566955,"G7IV",5.33
198.99487862085456,-19.94310036219417,"K1IV-",5.22
198.01476328105957,-16.19860296918417,"F5.5V",5.04
189.19730917958998,-5.83190054517,"A3V",5.88
188.44478559847457,-9.452077370639444,"B9V",5.48
186.07728709571998,26.098589278830005,"A3V",5.18
185.0448769889575,-22.175718029969726,"K0III+F/G",5.97
182.10340531836871,-24.728875596671113,"F1V",4.01
182.76599584003998,-23.60242106565,"A1V",5.47
177.92337025538,-30.834807428379996,"F9V",5.85
173.62286018472832,-32.83133966483639,"K0V",5.98
172.26717480415644,39.33697552840205,"A2V",5.354
170.84117277756457,-18.780035593582223,"F5III",5.09
166.4898749742,-27.28785353011,"B8V",5.71
169.78285880943,38.18559331537,"A2V",4.8
163.37305094078,-20.13872945562,"F6V",5.24
163.90331907809252,24.749717296514444,"A1",4.32
160.83717038731749,4.747665693747961,"K2II-III+K1II-III",5.79
161.71689424196,-17.296874922939995,"A3V",5.44
159.1349247342176,-12.2301222334051,"F8V",5.71
151.98451569501,-0.37167036849000007,"A0III",4.49
154.53162472613,-28.99199866209,"B9.5Ib/II",5.53
148.55132004203,-25.932330043420002,"K2+IIICN0.5",4.88
145.5600675122075,-23.915567234340557,"F9V",4.94
144.2912211829,-32.17867706636,"K1III",5.63
143.08503611337,-19.40030458989,"A4III",5.74
141.82671876496,-22.343727089549997,"K2+IIIb",4.69
142.88769056059,-35.71474927048,"K3III",5.87
143.55575768679,36.39755806204,"G7.5IIIb",4.6
142.28721402546,-2.76893945431,"F5V",4.6
137.39820723956,-8.7876484712,"K0II/III",5.46
321.44593787311,36.66738449535,"B0.2Iab",5.94
10.27993575215,39.45866375301,"G7IIIa",5.33
23.569249902839996,37.23716473317,"B9IV",5.91
338.96784479346,39.63432965938,"B1Vne",5.69
320.2085554801046,32.452216945441094,"G8IV-+G5IV",5.68
5.280286413320001,37.968605456960006,"F5IV-V",5.18
357.4206646338399,36.425281491869995,"G1IIICaIIem",5.9
30.913939459048862,25.935475817426866,"F8V",5.694
322.24905286693996,22.179439153179995,"M4.5IIIa",5.95
353.3670539945046,22.498780708390562,"M5III",5.42
39.87065353077333,0.32850866536999995,"B2IV",4.07
357.36447579926,1.0761290253600002,"A3III",5.7
40.308321656748184,-0.6956623527493185,"F7V",5.71
19.951232894636902,-0.5090315111110926,"G8IV+A(8)",5.87
337.20794519724916,-0.019942847221622,"F2V++F2.5IV-V",3.65
44.92150100322,-2.46495614799,"B9V",5.55
33.19808895135083,-2.393629617801944,"F8V",5.66
44.67531458481001,-2.7828970695,"A0V",5.23
343.79567347152,-4.98790253869,"K1III",5.757
348.89273927162,-3.4963784075700004,"A2V",5.55
18.60016956670833,-7.922825823770556,"F5V",5.13
26.496916005279996,-5.73329954049,"K5III",5.34
328.32404351892876,-13.551768528864722,"F2V",5.08
343.68945788066,-16.27195728137,"K2.5III",5.56
12.004437524169997,-21.72252630398,"B9V",5.57
5.442802656948749,-20.058024649999716,"M5-6Se",5.74
340.89680519415367,-18.83037508142056,"K3III",4.69
338.67348244207994,-20.708215810270005,"F7V",5.203
341.88801429305,-19.61337475135,"G8III",5.26
24.71578563028,-21.275384863399996,"F0V",5.58
11.54898309319,-22.522102943590003,"G8/K0III",5.5
7.594396164079998,-23.787681502839998,"A3V",5.19
29.16751091884,-22.5267846855,"K3III",4.85
346.6701988318,-23.74299001927,"G6IIIb",4.47
317.14010425733994,-21.19367070845,"A0Van",5.316
44.34902727981,-23.86216557161,"A5IV/V",5.45
333.57813030887,-27.76690635129,"B7V",5.43
337.4418930886079,-27.1072617447126,"F0V",5.95
340.09293829008,-30.658869780869995,"K2/3III",5.89
30.31134527755,-30.001830353680003,"G8III",5.35
332.53658414455214,-32.54840841508611,"F6V",4.92
11.05041263631,-38.42168172442,"K1III",5.96
347.5405641722999,-40.59154645425,"M4III",5.97
133.88153007049,-27.68184821239,"A3IV",4.89
346.71971026132354,-43.52035714808552,"kF3VhF5mF5(II-III)",4.332
124.59977903433628,-12.632171440980558,"G8:V",5.95
122.66594003271,-13.79920609295,"F6.5V",5.54
118.88097190684003,8.862839243540002,"F3V",5.8
115.92470427613999,-40.93374644967,"K1III",5.17
116.14237358080999,-24.67407959136,"B2II",5.6
110.7529056533,-31.923778454200004,"B3V",5.43
110.88289619022001,-32.20206558214,"B2/3II/III",5.39
111.28464744031,-13.751976989790002,"F5VFe-0.8CH-0.5",5.78
111.93482220727002,21.44527902503,"F3V",5.24
107.42926524638001,-25.231033599570004,"B2V",5.69
107.96608530415293,-0.4927671698652778,"A0IV",4.15
103.94553360331,-22.94144259612,"B1III",5.3
102.45765099086,16.202884085560004,"B9III",5.87
101.63506049598,8.58715760726,"B3V",5.92
98.76411480246001,-22.964795416690002,"A0III",4.5
99.92775220839002,-30.470490529950006,"K1III",5.71
100.60136351493875,17.645301800167225,"A2V",5.21
96.31894281668542,-0.9458829010630554,"F9V",5.9
94.7457309147,-20.92560975438,"B3II/III",5.8
93.89277138291,-0.51218910407,"F5V",5.65
91.73963673256,-21.812298207130002,"M3II/III",5.78
92.54334974939,-40.35379068446999,"M2II/III",5.58
87.40226063098085,-14.483666357801503,"G8III",5.49
87.62045167155,14.305607111699999,"G9III:",5.52
84.43590678983,-28.68969025261,"F5V",5.31
84.65822320099,-6.573957489900001,"B1.5IV",5.96
85.21131486296083,-1.128787523605,"B3V",4.95
82.43325837302,-1.09223842622,"K4III",4.71
80.11214492073,-21.23976350005,"A0V",4.729
80.44272715779314,-24.772983793449605,"G8/K0II/III+A2/3",5.06
78.85155090608,-26.943508125440005,"B9V",5.04
80.85010226032,-39.678419323330004,"M2III",5.77
79.40162639920332,-6.844407440375556,"B6III",3.59
77.08412797768,-8.66532542399,"B8III",5.78
79.56540513634,42.79211019611,"M4III",5.65
77.93896562638378,1.0370288558333296,"A2/3V+KIII",5.89
76.98097899049,21.70481926894,"B2Ve",5.92
73.22362244212168,-5.452696320709445,"A9IVn",4.4
71.37563095050251,-3.2546598112747223,"B5IV",4.0
72.15160452141166,-5.674043816050556,"G2IV",5.77
71.90121542891,-16.93445568682,"G2.5IV-V",5.5
65.16255445133,-20.63962253168,"A0V",5.38
61.997570467690004,17.33989787006,"K5III",5.94
60.38352958603999,-1.54965864491,"B5III/IV",5.28
60.65310113313001,-0.26892220032,"F7V",5.38
61.40598331979,-27.65180715482,"F0IV/V",5.59
56.71203049437417,-23.249722802974723,"F5IV-V",4.2
56.983501384149996,-30.167882791169998,"G6III",5.54
56.12712710951,-1.1630909663,"B7IV",5.25
54.75465214655999,-5.62621343943,"K0IV",5.96
49.510793707190004,-28.797064252579993,"F3V+A8/9",5.93
45.40678699376875,-28.091492720090276,"G9:V",5.85
50.5495559739,27.60755427903,"G5III",5.52
46.06882035123,-7.600855117179998,"A5V",5.3
136.35039524819,48.53031556773,"F6IIIn",5.95
195.18208122536515,56.366336161735994,"F2V",4.93
202.11285827038998,59.94578694002,"A1Vn",5.4
234.64251988423996,50.42323656495,"G8III",5.84
112.21452940925,48.18393892766,"B9IIIpSr",5.71
138.58559181927,61.42331696219999,"G0V",5.18
108.34749862674,51.42874481137,"M3III",5.5
252.30924255689322,45.98332279092482,"A1VpSiSrCr",4.823
96.6076526271,56.28509618363999,"kA3hA7VmF2",5.54
94.478423530395,61.515286595788055,"M3III",5.05
66.76223020616,80.82415999827,"G6III:",5.43
46.53266889574999,79.41853528542,"M2.5III",5.52
283.30646246503,50.70822056539,"G7IIIaFe-1",4.92
281.67953816947,52.98795963517999,"B3+F5III",5.9
286.22985600081,53.39665579878,"A0Vn",5.38
68.00767611710414,53.910845826805435,"B0III+B0IV/V",5.772
291.85816376191,52.32043826877,"A1V",5.75
64.80505539344,50.04870838827001,"A7IV",5.4
58.41123878316,48.65049684352,"K0III",5.76
311.09188212329,56.48840519682,"M3III",5.95
52.01279483428,49.06286827886,"B5V",4.97
25.832319459000004,60.55133247547,"B8IIIn",5.76
50.804987735999994,49.21327078277001,"B5V",5.3
325.5235860829083,51.18962768180972,"B3III",4.66
319.86979351983,49.51029453286,"B6V",5.74
35.24250643037,50.15149589561,"B9VpSi",5.59
326.69837408038626,49.309570627924444,"B2.5III",4.18
354.78471522488,50.47173264877999,"B9Ve",5.35
330.7360861557611,44.64986136302771,"B9.5VpCrSiSr",5.596
219.9020833333333,-60.83397222222223,"G2V+K1V",-0.1
343.13007123016,-32.87575879603,"F5V",5.023
107.17654279512,-70.49709075274,"F0/3",5.623
249.0830416666667,-2.3203055555555556,,5.755
269.175,-28.05,,5.75
269.175,-28.05,,5.75
270.475,-36.36666666666667,,5.9
270.475,-36.36666666666667,,5.9
268.425,-34.75,,4.89
269.425,-39.13333333333333,,5.72
269.425,-39.13333333333333,,5.72
253.0,-38.03333333333333,,2.51
254.27499999999998,-40.93333333333333,,5.98
259.7,-42.916666666666664,,5.38
253.4,-42.083333333333336,,5.94
250.94999999999996,-41.11666666666667,,5.41
11.439970539640003,-47.551984068669995,"G3V",5.794
17.09255597528,5.649850695019445,"F2V",5.501
184.09583333333336,14.843333333333334,"A3",5.1
332.24583333333334,-18.51972222222222,,5.84
129.5547083333333,20.44075,,5.832
99.87500000000001,13.116666666666667,"A2V",5.97
92.67500000000001,13.633333333333333,"B1III",5.65
91.85583333333332,-6.007777777777778,,5.3
247.35083333333336,-26.430833333333336,"B2.5V",5.2
233.15292103366,-19.670458435149996,"A2IV",5.52
300.08437236721585,-33.70345127038028,"F7V",5.66
12.5316206769625,-10.644328847899445,"F7V",5.19
281.09491254869,39.612714602610005,"A6Vn",5.23
129.78291113041624,-22.66189675776222,"G3V+K0V",5.17
129.78293689166668,-22.661855466666665,"K0V",5.29
97.45443099166667,-50.239084577777774,,5.93
189.00429894232997,-39.86950568483,"A0V",5.774
97.16351047935176,-32.37127735083305,"B3Ve",5.74
326.0357430466654,28.74262986181361,"F7V",4.7
61.751903974719994,29.00130813185,"F1V_(dD)",5.2
68.65830329767,28.961150543489996,"B8/9",5.9
257.59432,-15.725182199999999,"A3(V)",3.26
121.19607864570001,79.47961384277,"B9.5IVs",5.387
161.69310456666665,-49.41989513611111,,5.58
190.37923070833335,-48.959576850000005,"A0IV",2.88
132.8933742054533,-7.1772241503375,,5.73
259.152864325,-0.4453107361111111,,4.79
300.5059724041667,24.938037241666667,,5.79
355.99785532465,29.361455596400003,"G8IIIb",4.96
116.01740827176002,50.43379383916001,"A0IIIn",5.36
292.68035069583334,27.959692797222218,"K3II",3.2
17.375635799999998,47.24172966111111,,5.62
298.90745241637,52.43893901575999,"A4Vn",5.02
359.75224287973,55.754929487000005,,5.01
297.04312691249,70.26793029824,"G7IIIbFe-1",3.91
103.27103524374999,59.44854219138889,"G8III",5.38
46.36120079989791,25.255173792499946,"B7Vn",5.47
75.07641520227,39.39470533263,"F5V",5.97
90.46009134352,-10.597930867360002,"B5III/V",5.01
78.30782095595,-12.94129245532,"B7V",4.44
112.00864519024,6.94197060764,"F0III",5.22
114.34211001666668,-34.968537616666666,,4.83
114.93256487363001,-38.1392981022,"B5V",5.77
133.56138342917,30.57912066683,,5.97
114.57519106767833,-25.36480577034306,"B8III",4.67
330.20926890387994,-28.45373851649,,5.72
35.63579362031,-23.81679996198,"G0V",5.198
163.92665044107414,0.736919270818611,"F3/5V",5.93
166.25428253551706,7.336006702587223,"F2III",4.62
171.2205150667429,-17.684011879005833,"A7V(n)",4.06
174.66674200322,-13.20193923808,"F6.5V",5.48
206.48466086666667,-12.426535436111111,,5.57
217.04344677625332,-29.49163799299278,"B7/8V",4.97
276.33766429256,-20.541672835259998,"K1/2III",4.86
241.90173054488,-12.745406814879999,"B9V",5.77
314.22511066351996,-9.697541798980001,"K4III",5.48
285.7270877195597,-3.6989689105339,"B9IV",5.4
252.85386752907965,1.2159465283299997,"A0V",5.51
289.63539823629,1.08512820845,"K1II/III",5.28
311.95138751422,6.00820866671,"A0V",5.64
311.66192102518,16.124128271850005,"F8V",4.96
231.1875701240567,-39.71025306968445,"ApSi",5.37
244.93515332506078,46.31336170425528,"B5V",3.87
224.79035390916664,-42.10419636638889,"B2IV",3.11
227.2108868772291,-45.2798613832426,"B3V",4.05
260.52448185248994,-70.12320626722,"B8/9V(n)",5.39
183.51123920263998,-45.72391629239,,5.6
336.8331794778799,-64.96636020576,"B9Vn",4.49
180.75625269311038,-63.31292865802249,"A3(m)A8-A8",4.32
179.90659215416665,-78.22181923888888,,5.33
97.9929587972,-58.75383649343001,"B9IVn",5.64
125.63205413750002,-48.490385902777774,,5.17
132.63941926255,-46.52918758520001,"B1Ib",5.11
233.2324295,31.359143102777782,,4.3
298.36539882994,24.07961337185,"B9.5III",4.64
286.85659139964,32.50176020348,"F0V",5.22
49.55341201004875,-62.506362419731104,"G1V",5.228
116.39550522585002,-34.172551562867774,"F9V",5.362
301.0259198680087,17.070187932333607,"G0V",5.788
63.59869957523,-10.25628346171,"K2III",4.9
146.77550706492468,-65.07200742206864,"A9",2.99
165.93166186666667,61.75087308611111,"A7.5",4.86
221.24673982578958,27.074222319675556,"K0-II-III",2.45
230.84440329999998,-59.3207022,"B3/4V",4.96
233.78516162916668,-41.16679195,,3.48
233.7849104291667,-41.16676775,,3.51
235.68570560833334,26.295634380555555,,4.05
235.68585517083332,26.295557416666668,,5.56
264.3297077207907,-42.99782799333082,"F1III",1.85
289.4318141273,23.02553938953,"B1IIIn",5.43
16.521032120833336,-46.71840400277778,,4.09
16.521230312500002,-46.71849868611111,,4.0
24.035445631073337,-29.90730306533167,,5.93
249.05717216729,52.92442287864,"B9V",5.39
258.66188642083335,14.390371047222223,"M5Ib-II",3.33
85.18988002916667,-1.9432186222222223,"O9.5II-III(n)",3.73
169.54515004808545,31.529117136365,"G2V",4.77
38.46125624119999,-28.232337658359995,"B9.5IV",4.96
197.49702288333333,17.52940456944444,"F5V",4.8
284.05494665111996,4.20360613639,"A5V",4.57
221.75539025388997,-52.383517263369995,"G8III",5.22
312.12146967118,-43.98848405998,"F2V",5.1
13.16926911876,-24.00584308982,"K1III",5.48
164.8072577704,-33.73759317682,"F2V",5.73
188.67663983669,-44.67301874247999,"G3IV",5.76
101.34558497344791,-31.793648113924167,"F6.5V",5.916
321.75676261730996,-42.54793223314,,5.58
341.87112147264,83.15382875035,"K3III",4.78
334.56505581390456,-53.62707411291,"G0V",5.39
246.39632358927884,-23.44717083027709,"B2IV+B2V",4.63
85.18969642916667,-1.9425723222222224,"O9.2IbvarNwk",1.9
143.43557131561,-49.00507516936,,5.56
265.4920968238599,72.15690156364,"F8V",5.53
265.48359320893996,72.14886878277,"F5IV-V",4.55
18.43285834319,7.575359937449999,"A7IV",5.19
72.73054023498,-53.46153586537,"F0V",5.57
343.7956702875,-4.987897972222222,,5.92
18.94203792959625,-68.8759448102925,"F6V",4.95
246.16572545356996,-29.704662532259995,"F9IV",5.82
127.28152960369806,-44.1604142847208,"B2/3V",5.84
188.01761000770082,-16.196005170938612,"F2V",4.294
273.4743033607241,64.39728493338667,"F5V",4.987
81.11923920093793,-2.3971469508627776,"B1V",3.59
83.80519446944,10.24007744287,"B9IIIp",5.638
108.06586250894,-40.49882093915,"A1/2V:+ApSrEu",5.31
142.11421045000003,9.05677501111111,,5.62
158.75900172533,8.650431244539998,,5.79
268.34777338333333,-34.89515035833333,,5.73
198.81223044841164,-67.89459139138917,"B7III+B7III",4.78
121.98247699144,-68.61706463606,"B5III",4.398
310.26059256293996,32.30728852227999,"G8IIb",5.638
133.14425827925,32.47415912243,"A8Vam",5.664
200.98142616882203,54.925359883302775,"A1.5Vas",2.22
18.70488541865,-0.9737944361799998,"F3V",5.69
39.15799555273999,12.44763177214,"F7V",5.64
321.33145356711,46.71434132316,"F0V",5.58
59.28453971765,61.108885040720004,"K4III",5.05
51.12376214336,33.53592986883999,"A0V",5.8
297.6866706874999,-59.193667094444436,,5.61
63.70227199244001,-62.19181127873001,"K0III",5.46
177.96343433668,-65.2059101232,"B4V",4.99
338.8390890307466,-0.11749740658833335,"B8/9V",4.03
79.71030371590459,-18.130051521305,"G0V",5.96
137.19721272947206,26.62911589946861,"G5IV-V",5.95
258.899592215718,-38.5939358057704,"G0V",5.95
169.54542151666666,31.52916086111111,"F8.5:V",4.25
6.5710475153919266,-42.305987194396046,"K0.5IIIb",2.38
44.1090488610469,18.0232403301703,"F6V",5.58
203.2419649669108,-10.164998630117777,"G8III",5.21
276.80211694234,0.19611350428,"A0IV",5.32
346.72343704166667,-38.892290969444446,,5.7
97.69628162561209,58.162633282470274,"K0.5IIIbFe0.5",5.855
65.59470724743,20.821413166090004,"M0III",5.95
108.54520868833,-3.9017781183799998,"K5III",5.94
328.797475722181,-61.886609630460725,"F0(V)+F5(V)",5.96
353.4882783708333,31.325278644444445,,5.51
50.68850556107834,20.742067186762778,"K3III",5.13
89.72180773749999,12.80826614166667,,5.97
87.51119056756583,9.871214910031943,,5.86
33.92823592259928,25.043045201195,"F6V",5.58
276.0429933505963,-34.38461648586744,"B9IVp_lB?",1.81
285.6530426563352,-29.88006330096877,"A2.5Va",2.59
216.54505741968393,-45.379278405963014,"F7",4.35
127.87884959048625,-19.577462474403198,"B9.5IV/V",5.43
198.34730363792306,-50.69982629354853,"B9.5V",5.9
146.3117154353821,-62.50790286462888,"G5Iab/b",3.75
100.24441512044264,9.895756366805493,"O7V+B1.5/2V",4.68
347.3810724270833,8.677156565,"M4S",5.14
176.99639978699486,20.21893056098724,"F8III+A6III",4.52
313.1634618649296,-8.983327394804169,"A3II",4.72
295.2090977350229,45.52494115159139,"F5II-III",5.06
143.08032264364084,-40.649337062576116,"G8III",5.4
254.89150059603918,-69.26815927136138,"ApSi",5.89
252.1662295073803,-69.02771184691984,"K2III_Ba1",1.88
95.07830016583333,-30.063366733888888,"B2.5V",2.99
60.44223793333334,9.998017161111111,,5.81
355.28713452859125,-11.680651423855554,"K0III",5.92
277.20774737590614,-49.07058832071611,"K1III-IV",4.11
8.811998673643325,-3.592843523288128,"F7V+G4V",5.21
21.085425570416668,-6.9146592983333335,"F4V",5.92
41.23557227441292,10.114144927239167,"A9IIIp",4.26
102.04772968012593,-61.941389121171916,"A8VnkA6",3.23
104.39131738323,-24.63082474650444,"F3V",5.47
204.8942338748357,10.746272975071848,"F0V",5.58
263.74843642673125,61.8745116216536,"G0V",5.21
299.9470011793077,-9.958231787526,"F9V",5.87
311.338038584707,57.579716517845,"F8IV-V+F9IV-V",4.51
181.1620237083333,-68.32891126666667,,5.52
229.15287394189914,-60.9039999958075,"B1/2Vn",5.81
111.78329130113083,-17.864863676730838,"F2V",5.62
135.4356435541667,-52.18868917499999,,5.57
53.44698288227083,-21.63288447691278,"B9V",4.25
81.11971258399294,-2.3970309594666666,"B2:",4.89
341.0217364720908,39.4653479418525,"K5III",5.99
254.00704653971044,65.13480466274389,"F8V",4.88
246.9507221339408,-8.371782117432224,"kA2hA5VmA5",4.63
139.10693927784,-67.47656533389,,3.27
236.97105381673708,-65.44228015851039,"A5",5.53
163.42532686976324,-70.7203375395986,"B6V",5.99
220.28729823076685,13.728304629385853,"A1V",3.78
154.31057644672916,23.106217830666946,"F6V",5.82
30.97480120653972,42.32972842352701,"K2+IIb",2.1
210.95585562281522,-60.373035161541594,"B1III",0.58
210.95545783333336,-60.37318300555555,,3.95
264.32796517083335,-42.996560986111106,,5.4
195.56773571432208,-71.54885898133195,"K2III",3.61
85.18969442793068,-1.9425735859722049,"O9.7Ib+B0III",1.77
270.7704996784285,-8.180349610692598,"F3IV",4.79
260.92060052375,37.14594279138889,"A0III+B9.5IVn",4.17
286.6046255931351,-37.06344170144111,"F8V+F8V",4.21
157.98749999999998,-45.06805555555556,,5.16
44.80302231581191,21.34043263555175,"A2IV+A3IVs",4.63
58.57292416856885,-2.9547342990259793,"G8III+A1V",4.45
226.28014567631791,-47.0510636022725,"B5",3.89
230.80127230988052,30.287825023864578,"G2V+G2V",4.98
265.48749999999995,72.15277777777779,,4.58
292.68031501400833,27.959673631221666,"K3II+B9.5V",3.08
95.9425,4.595555555555555,"A7IV+F4V",4.31
27.535707669087547,22.275336097910902,"G3III+A3IV",5.86
113.57756940422239,-23.47366501190531,"F5V+F6V",5.09
